time,reason,gpu,metric,scope,sum,count,bucket_count,histogram_type,range
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,1549,,50,0,"[1, 1000000]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,5190,,50,0,"[1, 1073741824]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,304,,50,0,"[1, 1000]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,16979,,50,0,"[1, 5000]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,15169,,100,1,"[8, 792]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,85,,50,0,"[1, 1000]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,11,,50,0,"[1, 1000]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-18 03:11:22,shutdown,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,850,,100,0,"[1, 20000]"
2026-08-18 05:18:22,shutdown,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,356,,50,0,"[1, 1000]"
2026-08-18 05:18:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,8654,,50,0,"[1, 5000]"
2026-08-18 05:18:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,11433,,100,1,"[8, 792]"
2026-08-18 05:18:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,7922,,50,0,"[1, 5000]"
2026-08-18 05:18:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,179,,50,0,"[1, 1000]"
2026-08-18 05:18:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,56,,50,0,"[1, 1000]"
2026-08-18 05:18:22,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,32,,50,0,"[1, 100000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,89744,,50,0,"[1, 66355200]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,7917,,50,0,"[1, 1000000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1729,,50,0,"[1, 1073741824]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,4667,,50,0,"[1, 1000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,159673977,,50,0,"[1, 5000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,66825744,,100,1,"[8, 792]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,66814611,,50,0,"[1, 5000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,9152,,50,0,"[1, 1000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,5707,,50,0,"[1, 1000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-18 06:52:43,shutdown,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,2663,,100,0,"[1, 20000]"
2026-08-18 09:55:27,shutdown,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,635,,50,0,"[1, 1000]"
2026-08-18 09:55:27,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,37825,,50,0,"[1, 5000]"
2026-08-18 09:55:27,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,50665,,100,1,"[8, 792]"
2026-08-18 09:55:27,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,49811,,50,0,"[1, 5000]"
2026-08-18 09:55:27,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,831,,50,0,"[1, 1000]"
2026-08-18 09:55:27,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,307,,50,0,"[1, 1000]"
2026-08-18 09:55:27,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,1181,,50,0,"[1, 100000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,761368,,50,0,"[1, 66355200]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,7279,,50,0,"[1, 1000000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,14017,,50,0,"[1, 1073741824]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,2599,,50,0,"[1, 1000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,77850,,50,0,"[1, 5000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,81636,,100,1,"[8, 792]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,48842,,50,0,"[1, 5000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,55,,50,0,"[1, 1000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,0,0,50,0,"[1, 1000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-18 10:29:02,shutdown,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,2249,,100,0,"[1, 20000]"
2026-08-19 01:39:21,shutdown,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,847,,50,0,"[1, 1000]"
2026-08-19 01:39:21,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,40718,,50,0,"[1, 5000]"
2026-08-19 01:39:21,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,51815,,100,1,"[8, 792]"
2026-08-19 01:39:21,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,47767,,50,0,"[1, 5000]"
2026-08-19 01:39:21,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,603,,50,0,"[1, 1000]"
2026-08-19 01:39:21,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,311,,50,0,"[1, 1000]"
2026-08-19 01:39:21,shutdown,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,30710,,50,0,"[1, 100000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,136929497,,50,0,"[1, 66355200]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,324382,,50,0,"[1, 1000000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1278251,,50,0,"[1, 1073741824]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,598624,,50,0,"[1, 1000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,56344475,,50,0,"[1, 5000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,57097598,,100,1,"[8, 792]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,53275807,,50,0,"[1, 5000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,572152,,50,0,"[1, 1000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,275312,,50,0,"[1, 1000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-19 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,240986,,100,0,"[1, 20000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,1640670,,50,0,"[1, 100000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,231017240,,50,0,"[1, 66355200]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,2136302,,50,0,"[1, 1000000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,2300794,,50,0,"[1, 1073741824]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,1177949,,50,0,"[1, 1000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,62298990,,50,0,"[1, 5000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,90995847,,100,1,"[8, 792]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,90786122,,50,0,"[1, 5000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,873415,,50,0,"[1, 1000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,365063,,50,0,"[1, 1000]"
2026-08-20 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,362992,,100,0,"[1, 20000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,60086,,50,0,"[1, 100000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,311343049,,50,0,"[1, 66355200]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,879104,,50,0,"[1, 1000000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,2781012,,50,0,"[1, 1073741824]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,1188917,,50,0,"[1, 1000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,496145056,,50,0,"[1, 5000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,368000955,,100,1,"[8, 792]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,260826594,,50,0,"[1, 5000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1047644,,50,0,"[1, 1000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,517558,,50,0,"[1, 1000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,extension,0,0,50,0,"[1, 1000]"
2026-08-21 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,517030,,100,0,"[1, 20000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,528322,,50,0,"[1, 100000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,35483817,,50,0,"[1, 66355200]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,772338,,50,0,"[1, 1000000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1420332,,50,0,"[1, 1073741824]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,254863,,50,0,"[1, 1000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,16603807,,50,0,"[1, 5000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,20359564,,100,1,"[8, 792]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,20228897,,50,0,"[1, 5000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,181189,,50,0,"[1, 1000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,60163,,50,0,"[1, 1000]"
2026-08-22 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,88197,,100,0,"[1, 20000]"
2026-08-23 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,3363,,50,0,"[1, 1000]"
2026-08-23 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,96,,50,0,"[1, 5000]"
2026-08-23 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1,,50,0,"[1, 1000]"
2026-08-23 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,0,0,50,0,"[1, 1000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,22421,,50,0,"[1, 100000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,115445864,,50,0,"[1, 66355200]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,527175,,50,0,"[1, 1000000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1099736,,50,0,"[1, 1073741824]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,1330922,,50,0,"[1, 1000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,4965759213,,50,0,"[1, 5000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,220531461,,100,1,"[8, 792]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,161786878,,50,0,"[1, 5000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1007941,,50,0,"[1, 1000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,512597,,50,0,"[1, 1000]"
2026-08-24 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,293708,,100,0,"[1, 20000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,38737,,50,0,"[1, 100000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,188411876,,50,0,"[1, 66355200]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,450163,,50,0,"[1, 1000000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1788996,,50,0,"[1, 1073741824]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,5465189,,50,0,"[1, 1000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,1437019079,,50,0,"[1, 5000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,1352329282,,100,1,"[8, 792]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,544820520,,50,0,"[1, 5000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1305445,,50,0,"[1, 1000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,660939,,50,0,"[1, 1000]"
2026-08-25 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,341716,,100,0,"[1, 20000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,27137,,50,0,"[1, 100000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,154675851,,50,0,"[1, 66355200]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,550019,,50,0,"[1, 1000000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1328754,,50,0,"[1, 1073741824]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,9211302,,50,0,"[1, 1000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,2873287987,,50,0,"[1, 5000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,1134678659,,100,1,"[8, 792]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,426966003,,50,0,"[1, 5000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,534752,,50,0,"[1, 1000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,238305,,50,0,"[1, 1000]"
2026-08-26 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,362260,,100,0,"[1, 20000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,40334,,50,0,"[1, 100000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,189992683,,50,0,"[1, 66355200]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,344993,,50,0,"[1, 1000000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1731461,,50,0,"[1, 1073741824]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,3426049,,50,0,"[1, 1000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,4586249420,,50,0,"[1, 5000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,2548976306,,100,1,"[8, 792]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,1460568364,,50,0,"[1, 5000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1339095,,50,0,"[1, 1000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,702433,,50,0,"[1, 1000]"
2026-08-27 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,281666,,100,0,"[1, 20000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,41109,,50,0,"[1, 100000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,272696325,,50,0,"[1, 66355200]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,384729,,50,0,"[1, 1000000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,2115720,,50,0,"[1, 1073741824]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,1438780,,50,0,"[1, 1000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,121353656,,50,0,"[1, 5000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,141608485,,100,1,"[8, 792]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,141286914,,50,0,"[1, 5000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1669061,,50,0,"[1, 1000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,813114,,50,0,"[1, 1000]"
2026-08-28 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,320366,,100,0,"[1, 20000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,23656,,50,0,"[1, 100000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,246043191,,50,0,"[1, 66355200]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,433122,,50,0,"[1, 1000000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1728912,,50,0,"[1, 1073741824]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,2444760,,50,0,"[1, 1000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,9530963135,,50,0,"[1, 5000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,11433101323,,100,1,"[8, 792]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,7658172572,,50,0,"[1, 5000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1708884,,50,0,"[1, 1000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,847540,,50,0,"[1, 1000]"
2026-09-01 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,271058,,100,0,"[1, 20000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,13573,,50,0,"[1, 100000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,99082818,,50,0,"[1, 66355200]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,347327,,50,0,"[1, 1000000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,797196,,50,0,"[1, 1073741824]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,2049500,,50,0,"[1, 1000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,119431272,,50,0,"[1, 5000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_VSYNC,parent,132052808,,100,1,"[8, 792]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME_WITH_SVG,parent,129144604,,50,0,"[1, 5000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FULL_PAINT_TIME,parent,1834551,,50,0,"[1, 1000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_PAINT_TIME,content,1006590,,50,0,"[1, 1000]"
2026-09-02 16:00:00,daily,0x10de:0x2684/nvidia/unknown,SCROLL_PRESENT_LATENCY,parent,202066,,100,0,"[1, 20000]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_DURATION,parent,29635,,50,0,"[1, 100000]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_PEAK,parent,205901406,,50,0,"[1, 66355200]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_POTENTIAL_DURATION,parent,462382,,50,0,"[1, 1000000]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CHECKERBOARD_SEVERITY,parent,1603989,,50,0,"[1, 1073741824]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,COMPOSITE_TIME,parent,3829524,,50,0,"[1, 1000]"
2026-09-03 16:00:00,daily,0x10de:0x2684/nvidia/unknown,CONTENT_FRAME_TIME,parent,636134856,,50,0,"[1, 5000]"
